id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,amenities,dist_to_mall
17303429,Entire Georgetown Garden Apartment,"Georgetown, Burleith/Hillandale",38.91482,-77.07342,Entire rental unit,Entire home/apt,1,1.0,1.0,102.0,33,4.7,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Shared backyard"", ""Long term stays allowed"", ""Dishes and silverware"", ""Host greets you"", ""Body soap"", ""Coffee maker"", ""Shower gel"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Washer \u2013\u00a0In unit"", ""Exercise equipment"", ""Conditioner"", ""First aid kit"", ""Iron"", ""Heating"", ""Pocket wifi"", ""Ethernet connection"", ""Free parking on premises"", ""HDTV with standard cable"", ""Dryer"", ""Cleaning products""]",3.231366769526238
17387565,Cozy English Basement Guesthouse w/ Private Entry,"Brightwood Park, Crestwood, Petworth",38.95308,-77.01565,Entire townhouse,Entire home/apt,2,1.0,1.0,110.0,49,4.76,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Keypad"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""TV with standard cable, Fire TV, Hulu"", ""Portable fans"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",4.396300151946029
17419427,201 【Cozy Private Room in CoHi DC Sleeps 4!】,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92742,-77.02941,Private room in townhouse,Private room,4,1.0,2.0,98.0,100,4.71,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Keypad"", ""Iron"", ""Heating"", ""Pets allowed"", ""Dryer""]",2.632339784538256
17566027,6 bedroom house in Northwest DC,"Colonial Village, Shepherd Park, North Portal Estates",38.98053,-77.02711,Entire home,Entire home/apt,16,6.0,10.0,2800.0,38,4.95,"[""Changing table"", ""Hot water"", ""Ceiling fan"", ""Freezer"", ""Coffee maker: Keurig coffee machine, Nespresso, pour-over coffee"", ""Game console"", ""Piano"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Record player"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Indoor fireplace: wood-burning"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Free street parking"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Outlet covers"", ""Hot water kettle"", ""Toaster"", ""BBQ grill"", ""Long term stays allowed"", ""Smart lock"", ""Washer"", ""56 inch HDTV with Disney+"", ""Dishes and silverware"", ""Body soap"", ""Dining table"", ""Dishwasher"", ""Barbecue utensils"", ""Fire pit"", ""Shower gel"", ""Extra pillows and blankets"", ""Crib"", ""Rice maker"", ""Dedicated workspace"", ""High chair"", ""EV charger"", ""Bed linens"", ""Fireplace guards"", ""Mini fridge"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Children\u2019s books and toys"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Pets allowed"", ""Self check-in"", ""Conditioner"", ""Outdoor dining area"", ""Bathtub"", ""Baby safety gates"", ""First aid kit"", ""Iron"", ""Heating"", ""Baby monitor"", ""Portable fans"", ""Ethernet connection"", ""Free parking on premises"", ""Dryer"", ""Cleaning products""]",6.276546759195046
17620806,204【Private Room-Double Twin Bed in CoHi DC!】,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92742,-77.02941,Private room in townhouse,Private room,2,1.0,2.0,94.0,80,4.39,"[""Hot water"", ""Paid dryer \u2013 In building"", ""Refrigerator"", ""Fire extinguisher"", ""Portable air conditioning"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Paid washer \u2013 In building"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Keypad"", ""Iron"", ""Heating"", ""Pets allowed""]",2.632339784538256
17655720,"Historic Dupont, Exposed Brick Apartment with Yard","Dupont Circle, Connecticut Avenue/K Street",38.9168,-77.03767,Entire rental unit,Entire home/apt,2,1.0,3.0,125.0,42,4.48,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Window guards"", ""Laundromat nearby"", ""Essentials"", ""Outlet covers"", ""BBQ grill"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Coffee maker"", ""Board games"", ""Barbecue utensils"", ""Dryer \u2013\u00a0In unit"", ""Shower gel"", ""43 inch TV"", ""Books and reading material"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Central heating"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Stove"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Washer \u2013\u00a0In unit"", ""Wine glasses"", ""Private entrance"", ""Self check-in"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Portable fans"", ""Single level home"", ""Pets allowed"", ""Coffee"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",2.0381842903896206
17657537,Cozy & Spacious 2 Bedroom Anacostia Flat,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87248,-76.97408,Entire rental unit,Entire home/apt,5,2.0,3.0,97.0,57,4.35,"[""Electric stove"", ""Ceiling fan"", ""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Ethernet connection"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Generic conditioner"", ""River view"", ""Long term stays allowed"", ""Dishes and silverware"", ""Body soap"", ""Outdoor playground"", ""Waterfront"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Central heating"", ""Dedicated workspace"", ""High chair"", ""HDTV with Fire TV, Netflix, Hulu, Amazon Prime Video"", ""Baby bath"", ""Lockbox"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Pets allowed"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Portable fans"", ""Exercise equipment: yoga mat"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Cleaning products""]",2.885012513501395
17662150,Historic Rowhouse Charm in Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9296,-77.02724,Entire guest suite,Entire home/apt,2,1.0,1.0,145.0,196,4.9,"[""Hot water"", ""AC - split type ductless system"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Fast wifi \u2013 252 Mbps"", ""Essentials"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Shower gel"", ""Paid parking off premises"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Clothing storage: closet"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Blender"", ""Coffee"", ""Dryer""]",2.7691266966607326
17733797,"Spacious, modern, beautiful, 1BR - Adams Morgan","Kalorama Heights, Adams Morgan, Lanier Heights",38.92066,-77.04639,Entire townhouse,Entire home/apt,4,1.0,1.0,139.0,334,4.94,"[""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Smart lock"", ""TV"", ""Washer"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Crib"", ""High chair"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Indoor fireplace"", ""Dryer""]",2.4886652285372795
17784595,"Charming Georgetown 3-room suite, full of light!","Georgetown, Burleith/Hillandale",38.9098,-77.06075,Private room in rental unit,Private room,2,1.0,2.0,104.0,305,4.97,"[""Hot water"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Body soap"", ""Kitchenette"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Mini fridge"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Shampoo"", ""Microwave"", ""Wine glasses"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet"", ""Cleaning products""]",2.470653816991898
17787277,Capitol Hill Delight With Patio,"Union Station, Stanton Park, Kingman Park",38.89634,-76.99133,Entire rental unit,Entire home/apt,4,1.0,2.0,121.0,178,4.84,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Patio or balcony"", ""Dedicated workspace"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Keypad"", ""Conditioner"", ""Iron"", ""Heating"", ""Coffee"", ""Dryer""]",1.7642436312388514
17795487,Bright and Beautiful Basement In-law Suite,"Douglas, Shipley Terrace",38.84155,-76.98263,Entire guest suite,Entire home/apt,6,1.0,2.0,146.0,52,4.6,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Building staff"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Breakfast"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Babysitter recommendations"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Gym""]",3.9626071093492654
17803183,Cozy Room/Ideal for Business or Pleasure Stay,"River Terrace, Benning, Greenway, Dupont Park",38.89419524960524,-76.95933703167181,Private room in home,Private room,2,1.0,1.0,45.0,67,4.73,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Whirlpool stainless steel gas stove"", ""42 inch HDTV"", ""Piano"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Record player"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Window guards"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Barbecue utensils"", ""Shower gel"", ""Lock on bedroom door"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Bed linens"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Whirlpool stainless steel single oven"", ""Iron"", ""BBQ grill: charcoal"", ""Clothing storage: closet and dresser"", ""Sun loungers"", ""Portable fans"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Blender"", ""Coffee"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",3.4412437858806832
17830430,2 bedroom Apt across from Columbia Heights metro!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92734,-77.03045,Entire rental unit,Entire home/apt,4,2.0,2.0,187.0,173,4.53,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Shared patio or balcony"", ""Keypad"", ""Bathtub"", ""Paid parking garage off premises"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Ethernet connection"", ""HDTV with standard cable""]",2.6349430877182107
17840858,Historic Capitol Hill  rowhouse apartment,"Capitol Hill, Lincoln Park",38.88388,-77.00497,Entire rental unit,Entire home/apt,2,0.0,1.0,158.0,318,4.97,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Usually Pantene or similar. shampoo"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Dryer"", ""Usually Pantene or similar. conditioner"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Self check-in"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Outdoor dining area"", ""Paid parking garage off premises"", ""First aid kit"", ""Iron"", ""Heating"", ""Portable fans"", ""Blender"", ""Coffee"", ""Lockbox"", ""Clothing storage: closet"", ""Cleaning products""]",1.0440838435900484
17846412,Bedroom with private deck on Capitol Hill,"Capitol Hill, Lincoln Park",38.88723,-76.99504,Private room in townhouse,Private room,2,1.0,1.0,128.0,94,4.95,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Indoor fireplace: wood-burning"", ""Hair dryer"", ""Coffee maker: french press"", ""Hangers"", ""Window guards"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Game console: PS3"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Dining table"", ""Dishwasher"", ""Softsoap body soap"", ""Board games"", ""Fire pit"", ""Luggage dropoff allowed"", ""Shower gel"", ""Lock on bedroom door"", ""Books and reading material"", ""Extra pillows and blankets"", ""Rice maker"", ""Dedicated workspace"", ""Wifi \u2013 10 Mbps"", ""Frigidaire stainless steel induction stove"", ""Pantene shampoo"", ""Lockbox"", ""Bed linens"", ""Fireplace guards"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""31 inch HDTV with Amazon Prime Video, Netflix, DVD player"", ""Microwave"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Blender"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Pantene conditioner"", ""Iron"", ""Heating"", ""Free washer \u2013 In building"", ""Portable fans"", ""Garden view"", ""Drying rack for clothing"", ""Coffee"", ""Apple Bluetooth sound system"", ""Clothing storage: closet"", ""Cleaning products""]",1.510848080199041
17908474,Newly Renovated Basement Apt close Park & Metro,"North Michigan Park, Michigan Park, University Heights",38.94896,-76.98797,Entire guest suite,Entire home/apt,2,1.0,2.0,64.0,116,4.64,"[""Hot water"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Keypad"", ""First aid kit"", ""Iron"", ""Heating"", ""Dryer""]",4.506630427859688
17919232,"Cozy 5 BR, 2.5 BA home","Mayfair, Hillbrook, Mahaning Heights",38.89791,-76.93566,Entire townhouse,Entire home/apt,8,5.0,5.0,315.0,44,4.93,"[""Ceiling fan"", ""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Essentials"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""TV with standard cable"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Indoor fireplace: electric"", ""First aid kit"", ""Iron"", ""Heating"", ""Free parking on premises"", ""Lockbox"", ""Conditioner""]",4.737701349444824
17956698,"Laid-Back Lite Lux in LeDroit Park, The Danikil!","Howard University, Le Droit Park, Cardozo/Shaw",38.91622,-77.01785,Private room in home,Private room,2,1.0,1.0,97.0,344,4.87,"[""Hair conditioner conditioner"", ""Ceiling fan"", ""Hot water"", ""Fire extinguisher"", ""Portable air conditioning"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Soap body soap"", ""Essentials"", ""BBQ grill"", ""Long term stays allowed"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""HDTV with Fire TV, Netflix, Roku"", ""Dedicated workspace"", ""Very cute orange mini-frig refrigerator"", ""Bed linens"", ""Mini fridge"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Pocket wifi"", ""Portable fans"", ""Pets allowed"", ""Coffee"", ""Lockbox"", ""Clothing storage: closet""]",1.8563304451409814
17964221,DuPont Lux Private Suite Bed/Bath RoofDeck,"Dupont Circle, Connecticut Avenue/K Street",38.909528893979775,-77.04665558071345,Private room in home,Private room,4,1.0,2.0,122.0,328,4.77,"[""Ceiling fan"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Window guards"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Laundromat nearby"", ""Essentials"", ""Smart lock"", ""Paid parking lot on premises \u2013 2 spaces"", ""Luggage dropoff allowed"", ""Shower gel"", ""Lock on bedroom door"", ""Fast wifi \u2013 467 Mbps"", ""Paid washer"", ""Extra pillows and blankets"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""First aid kit"", ""Paid dryer"", ""Iron"", ""Heating"", ""HDTV with standard cable"", ""Clothing storage: closet""]",1.8786974329922614
17964535,Heart DuPont Huge Private Suite Bed/Bath/RoofDeck,"Dupont Circle, Connecticut Avenue/K Street",38.908891759653336,-77.04651980789261,Private room in home,Private room,4,1.0,2.0,125.0,377,4.81,"[""Ceiling fan"", ""Hot water"", ""AC - split type ductless system"", ""Paid parking on premises"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating - split type ductless system"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Window guards"", ""Pack \u2019n play/Travel crib - available upon request"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Smart lock"", ""Washer"", ""HDTV with premium cable"", ""Body soap"", ""Paid dryer \u2013 In unit"", ""Luggage dropoff allowed"", ""Shower gel"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Central heating"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Shared patio or balcony"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Bathtub"", ""First aid kit"", ""Paid parking garage off premises"", ""Iron"", ""Fast wifi \u2013 529 Mbps"", ""Clothing storage: closet"", ""Cleaning products""]",1.8417176706821405
18025636,In-town Private Room with Private Bath,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92749,-77.06744,Private room in home,Private room,2,2.0,1.0,90.0,86,4.98,"[""TV"", ""Dishes and silverware"", ""Iron"", ""Heating"", ""Coffee maker"", ""Free street parking"", ""Air conditioning"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Essentials""]",3.5487938250327105
18033145,102【Private Room-Double Twin Bed in CoHi DC!】,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92742,-77.02941,Private room in townhouse,Private room,2,1.0,2.0,94.0,193,4.66,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Portable air conditioning"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Paid washer \u2013 In building"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Exterior security cameras on property"", ""Shared backyard \u2013 Not fully fenced"", ""Keypad"", ""Iron"", ""Heating"", ""Pets allowed"", ""Dryer""]",2.632339784538256
18033653,Cozy Nook in the Center of DC(SHAW),"Shaw, Logan Circle",38.91197,-77.02436,Private room in home,Private room,3,1.0,1.0,83.0,156,4.88,"[""TV"", ""First aid kit"", ""Iron"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Self check-in"", ""Keypad""]",1.5451025092163475
18076615,The Merhaba Suite: Redesigned & Fully Private,"Takoma, Brightwood, Manor Park",38.96908,-77.02492,Entire rental unit,Entire home/apt,1,1.0,1.0,86.0,90,4.99,"[""Hot water"", ""Freezer"", ""40 inch TV with Roku"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Exterior security cameras on property"", ""Trash compactor"", ""Conditioner"", ""First aid kit"", ""Iron"", ""Heating"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",5.483688841055219
18085124,Studio 76,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91611,-77.01106,Entire townhouse,Entire home/apt,2,1.0,1.0,145.0,106,4.84,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Coffee maker"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Keypad"", ""Iron"", ""Heating"", ""Pocket wifi"", ""Single level home""]",1.936837759933795
